window_start,window_end,action,is_drift,final_error_rate,processing_time_s
18800,18900,Updated,False,0.62,0.0060198307037353516
18900,19000,Updated,False,0.47,0.009132862091064453
19000,19100,Updated,False,0.43999999999999995,0.006526947021484375
19100,19200,Rebuilt,True,0.61,44.97069835662842
19200,19300,Updated,False,0.55,0.006018400192260742
19300,19400,Updated,False,0.61,0.00748133659362793
19400,19500,Updated,False,0.6,0.006762027740478516
19500,19600,Updated,False,0.5900000000000001,0.006504058837890625
19600,19700,Updated,False,0.64,0.00613093376159668
19700,19800,Updated,False,0.64,0.0063323974609375
19800,19900,Updated,False,0.69,0.007090568542480469
19900,20000,Updated,False,0.6,0.005614519119262695
20000,20100,Updated,False,0.47,0.005353689193725586
20100,20200,Rebuilt,True,0.65,45.84902811050415
20200,20300,Updated,False,0.6599999999999999,0.007032632827758789
20300,20400,Updated,False,0.63,0.008327960968017578
20400,20500,Updated,False,0.54,0.006428241729736328
20500,20600,Updated,False,0.5800000000000001,0.007080793380737305
20600,20700,Updated,False,0.51,0.007213592529296875
20700,20800,Rebuilt,True,0.6599999999999999,39.28320002555847
20800,20900,Updated,False,0.6599999999999999,0.006549835205078125
20900,21000,Updated,False,0.52,0.007719278335571289
21000,21100,Updated,False,0.61,0.0066776275634765625
21100,21200,Updated,False,0.71,0.008656740188598633
21200,21300,Updated,False,0.6699999999999999,0.006696224212646484
21300,21400,Updated,False,0.62,0.006551980972290039
21400,21500,Updated,False,0.61,0.005984783172607422
21500,21600,Updated,False,0.45999999999999996,0.005738496780395508
21600,21700,Rebuilt,True,0.63,41.813875675201416
21700,21800,Updated,False,0.6799999999999999,0.006511688232421875
21800,21900,Updated,False,0.54,0.008201122283935547
21900,22000,Updated,False,0.64,0.008580446243286133
22000,22100,Updated,False,0.55,0.006698131561279297
22100,22200,Updated,False,0.5900000000000001,0.006006479263305664
22200,22300,Updated,False,0.52,0.006337404251098633
22300,22400,Updated,False,0.62,0.007417440414428711
22400,22500,Updated,False,0.5700000000000001,0.006683349609375
22500,22600,Updated,False,0.63,0.008465766906738281
22600,22700,Updated,False,0.65,0.006657838821411133
22700,22800,Updated,False,0.27,0.006722211837768555
22800,22900,Rebuilt,True,0.45999999999999996,73.67671799659729
22900,23000,Updated,False,0.24,0.005316257476806641
23000,23100,Rebuilt,True,0.64,121.0337176322937
23100,23200,Updated,False,0.74,0.00642848014831543
23200,23300,Updated,False,0.61,0.008080244064331055
23300,23400,Updated,False,0.5700000000000001,0.007915735244750977
23400,23500,Updated,False,0.56,0.007560014724731445
23500,23600,Updated,False,0.5900000000000001,0.0070722103118896484
23600,23700,Rebuilt,True,0.71,38.94739747047424
23700,23800,Updated,False,0.6599999999999999,0.005292415618896484
23800,23900,Updated,False,0.27,0.00833892822265625
23900,24000,Rebuilt,True,0.52,37.89398908615112
24000,24100,Rebuilt,True,0.65,51.29297208786011
24100,24200,Updated,False,0.61,0.006196498870849609
24200,24300,Updated,False,0.5900000000000001,0.006680011749267578
24300,24400,Updated,False,0.6,0.007317304611206055
24400,24500,Updated,False,0.6,0.008075714111328125
24500,24600,Rebuilt,True,0.74,45.61802005767822
24600,24700,Updated,False,0.56,0.005027055740356445
24700,24800,Updated,False,0.47,0.005235433578491211
24800,24900,Rebuilt,True,0.75,46.472010374069214
24900,25000,Updated,False,0.30000000000000004,0.006597280502319336
25000,25100,Rebuilt,True,0.69,43.446858406066895
25100,25200,Updated,False,0.52,0.008242130279541016
25200,25300,Updated,False,0.5900000000000001,0.008460760116577148
25300,25400,Updated,False,0.61,0.006582021713256836
25400,25500,Updated,False,0.7,0.008646726608276367
25500,25600,Updated,False,0.4,0.007836580276489258
25600,25700,Rebuilt,True,0.7,53.01717257499695
25700,25800,Updated,False,0.6699999999999999,0.0049648284912109375
25800,25900,Updated,False,0.56,0.009151697158813477
25900,26000,Updated,False,0.13,0.009238004684448242
26000,26100,Updated,False,0.20999999999999996,0.007513284683227539
26100,26200,Rebuilt,True,0.45999999999999996,36.58451175689697
26200,26300,Rebuilt,True,0.85,36.562233448028564
26300,26400,Updated,False,0.77,0.005624294281005859
26400,26500,Updated,False,0.85,0.006660938262939453
26500,26600,Updated,False,0.75,0.006058454513549805
26600,26700,Updated,False,0.77,0.00617527961730957
26700,26800,Updated,False,0.79,0.0052149295806884766
26800,26900,Updated,False,0.8200000000000001,0.0054149627685546875
26900,27000,Updated,False,0.64,0.0067157745361328125
27000,27100,Updated,False,0.53,0.0063478946685791016
27100,27200,Rebuilt,True,0.8200000000000001,15.21863055229187
27200,27300,Updated,False,0.76,0.005970954895019531
27300,27400,Updated,False,0.8,0.006385326385498047
27400,27500,Updated,False,0.5700000000000001,0.004708528518676758
27500,27600,Updated,False,0.6799999999999999,0.005176067352294922
27600,27700,Updated,False,0.6,0.006317138671875
27700,27800,Updated,False,0.6699999999999999,0.008693218231201172
27800,27900,Rebuilt,True,0.89,16.422322750091553
27900,28000,Updated,False,0.41000000000000003,0.0055277347564697266
28000,28100,Rebuilt,True,0.91,15.668952465057373
28100,28200,Updated,False,0.78,0.005140542984008789
28200,28300,Updated,False,0.81,0.00842595100402832
28300,28400,Rebuilt,True,0.95,14.073801040649414
28400,28500,Updated,False,0.96,0.006080150604248047
28500,28600,Updated,False,1.0,0.007016658782958984
28600,28700,Updated,False,1.0,0.0062389373779296875
28700,28800,Updated,False,1.0,0.006560325622558594
28800,28900,Updated,False,0.71,0.006688594818115234
28900,29000,Rebuilt,True,1.0,42.63308143615723
29000,29100,Updated,False,0.5800000000000001,0.006011009216308594
29100,29200,Rebuilt,True,0.75,39.909075021743774
29200,29300,Updated,False,0.62,0.005360126495361328
29300,29400,Updated,False,0.6,0.005687236785888672
29400,29500,Rebuilt,True,0.71,44.49405765533447
29500,29600,Updated,False,0.62,0.007161140441894531
29600,29700,Updated,False,0.55,0.005982398986816406
29700,29800,Updated,False,0.5900000000000001,0.006596565246582031
29800,29900,Rebuilt,True,0.73,43.967233657836914
29900,30000,Updated,False,0.62,0.006148576736450195
30000,30100,Updated,False,0.5800000000000001,0.00828409194946289
30100,30200,Updated,False,0.5700000000000001,0.0061724185943603516
30200,30300,Rebuilt,True,0.69,47.59451651573181
30300,30400,Updated,False,0.6,0.006433725357055664
30400,30500,Updated,False,0.6,0.0065212249755859375
30500,30600,Updated,False,0.62,0.006407976150512695
30600,30700,Updated,False,0.53,0.008118629455566406
30700,30800,Updated,False,0.51,0.008337736129760742
30800,30900,Updated,False,0.61,0.006715297698974609
30900,31000,Updated,False,0.6,0.008574962615966797
31000,31100,Updated,False,0.5800000000000001,0.0090179443359375
31100,31200,Updated,False,0.5800000000000001,0.006968498229980469
31200,31300,Updated,False,0.56,0.009975433349609375
31300,31400,Updated,False,0.44999999999999996,0.005720853805541992
31400,31500,Rebuilt,True,0.62,41.6932327747345
31500,31600,Updated,False,0.54,0.005966663360595703
31600,31700,Updated,False,0.53,0.00898599624633789
31700,31800,Rebuilt,True,0.6699999999999999,40.09604287147522
31800,31900,Updated,False,0.52,0.006436824798583984
31900,32000,Updated,False,0.43000000000000005,0.007935285568237305
32000,32100,Updated,False,0.43000000000000005,0.006182193756103516
32100,32200,Rebuilt,True,0.62,41.828768253326416
32200,32300,Updated,False,0.7,0.005509614944458008
32300,32400,Updated,False,0.43999999999999995,0.0059239864349365234
32400,32500,Rebuilt,True,0.6,41.8045437335968
32500,32600,Updated,False,0.51,0.0056912899017333984
32600,32700,Rebuilt,True,0.88,47.37877678871155
32700,32800,Updated,False,0.64,0.0067632198333740234
32800,32900,Updated,False,0.65,0.005311489105224609
32900,33000,Updated,False,0.62,0.0072536468505859375
33000,33100,Updated,False,0.55,0.006906270980834961
33100,33200,Updated,False,0.5900000000000001,0.0057239532470703125
33200,33300,Updated,False,0.48,0.006325483322143555
33300,33400,Rebuilt,True,0.65,45.10841989517212
33400,33500,Updated,False,0.71,0.006437778472900391
33500,33600,Updated,False,0.6699999999999999,0.006533384323120117
33600,33700,Updated,False,0.65,0.005620241165161133
33700,33800,Updated,False,0.65,0.005061626434326172
33800,33900,Updated,False,0.37,0.005812644958496094
33900,34000,Rebuilt,True,0.61,48.76620888710022
34000,34100,Updated,False,0.41000000000000003,0.006545066833496094
34100,34200,Rebuilt,True,0.73,49.09535789489746
34200,34300,Updated,False,0.71,0.006627321243286133
34300,34400,Updated,False,0.52,0.005040407180786133
34400,34500,Rebuilt,True,0.72,50.57648801803589
34500,34600,Updated,False,0.7,0.007521390914916992
34600,34700,Rebuilt,True,0.8200000000000001,24.331645965576172
34700,34800,Updated,False,0.6699999999999999,0.006920814514160156
34800,34900,Rebuilt,True,0.85,55.804673194885254
34900,35000,Updated,False,0.72,0.010038137435913086
35000,35100,Updated,False,0.73,0.010365724563598633
35100,35200,Updated,False,0.77,0.009320497512817383
35200,35300,Rebuilt,True,0.88,22.33201503753662
35300,35400,Updated,False,0.79,0.0076923370361328125
35400,35500,Rebuilt,True,0.89,20.504128217697144
35500,35600,Updated,False,0.8200000000000001,0.008481979370117188
35600,35700,Rebuilt,True,0.92,22.458106994628906
35700,35800,Updated,False,0.84,0.007143974304199219
35800,35900,Rebuilt,True,0.97,60.87268114089966
35900,36000,Updated,False,0.8,0.0051958560943603516
36000,36100,Updated,False,0.76,0.006561756134033203
36100,36200,Updated,False,0.77,0.005000114440917969
36200,36300,Updated,False,0.79,0.006242275238037109
36300,36400,Updated,False,0.5,0.009111642837524414
36400,36500,Updated,False,0.54,0.00599980354309082
36500,36600,Updated,False,0.55,0.005045413970947266
36600,36700,Updated,False,0.62,0.005514383316040039
36700,36800,Updated,False,0.42000000000000004,0.005047798156738281
36800,36900,Rebuilt,True,0.6599999999999999,53.816373109817505
36900,37000,Updated,False,0.75,0.007007122039794922
37000,37100,Updated,False,0.72,0.00552058219909668
37100,37200,Updated,False,0.64,0.006036281585693359
37200,37300,Updated,False,0.6799999999999999,0.005007266998291016
37300,37400,Updated,False,0.5700000000000001,0.0061016082763671875
37400,37500,Updated,False,0.6599999999999999,0.006105899810791016
37500,37600,Updated,False,0.6799999999999999,0.0057713985443115234
37600,37700,Updated,False,0.63,0.006388664245605469
37700,37800,Updated,False,0.63,0.0072705745697021484
37800,37900,Rebuilt,True,0.76,11.686281442642212
37900,38000,Updated,False,0.8,0.009526729583740234
38000,38100,Updated,False,0.63,0.0075147151947021484
38100,38200,Rebuilt,True,0.79,59.520933628082275
38200,38300,Updated,False,0.6599999999999999,0.009843826293945312
38300,38400,Updated,False,0.51,0.011302709579467773
38400,38500,Updated,False,0.5,0.01039886474609375
38500,38600,Updated,False,0.51,0.009592533111572266
38600,38700,Rebuilt,True,0.63,58.55691313743591
38700,38800,Updated,False,0.65,0.009264707565307617
38800,38900,Updated,False,0.62,0.008154869079589844
38900,39000,Updated,False,0.64,0.0074880123138427734
39000,39100,Updated,False,0.49,0.009086847305297852
39100,39200,Updated,False,0.5900000000000001,0.008579730987548828
39200,39300,Updated,False,0.5800000000000001,0.009185791015625
39300,39400,Rebuilt,True,0.83,53.557717084884644
39400,39500,Updated,False,0.5900000000000001,0.007880449295043945
39500,39600,Updated,False,0.49,0.006673336029052734
39600,39700,Updated,False,0.5900000000000001,0.007565498352050781
39700,39800,Updated,False,0.5800000000000001,0.007111072540283203
39800,39900,Updated,False,0.55,0.008451700210571289
39900,40000,Rebuilt,True,0.71,46.32369351387024
40000,40100,Updated,False,0.62,0.008233308792114258
40100,40200,Updated,False,0.64,0.008726358413696289
40200,40300,Updated,False,0.5900000000000001,0.00681304931640625
40300,40400,Updated,False,0.6699999999999999,0.009318828582763672
40400,40500,Updated,False,0.44999999999999996,0.007294178009033203
40500,40600,Updated,False,0.43999999999999995,0.007561683654785156
40600,40700,Updated,False,0.5,0.007214069366455078
40700,40800,Updated,False,0.51,0.007988214492797852
40800,40900,Updated,False,0.6,0.009976387023925781
40900,41000,Updated,False,0.55,0.0075168609619140625
41000,41100,Updated,False,0.48,0.007616519927978516
41100,41200,Rebuilt,True,0.72,59.443541049957275
41200,41300,Updated,False,0.55,0.008788347244262695
41300,41400,Updated,False,0.5,0.011101484298706055
41400,41500,Updated,False,0.53,0.00887298583984375
41500,41600,Updated,False,0.55,0.009113073348999023
41600,41700,Rebuilt,True,0.96,18.043595790863037
41700,41800,Updated,False,0.89,0.004812002182006836
41800,41900,Updated,False,0.89,0.008937835693359375
41900,42000,Updated,False,0.88,0.007475852966308594
42000,42100,Rebuilt,True,0.96,16.160199642181396
42100,42200,Updated,False,0.45999999999999996,0.00517582893371582
42200,42300,Rebuilt,True,0.63,14.479034900665283
42300,42400,Rebuilt,True,1.0,65.9296567440033
42400,42500,Updated,False,0.38,0.008052587509155273
42500,42600,Rebuilt,True,0.5,68.46850776672363
42600,42700,Rebuilt,True,0.86,63.37737822532654
42700,42800,Updated,False,0.76,0.008795738220214844
42800,42900,Updated,False,0.74,0.007643938064575195
42900,43000,Updated,False,0.31000000000000005,0.008188247680664062
43000,43100,Rebuilt,True,0.62,85.87727451324463
43100,43200,Updated,False,0.4,0.007036447525024414
43200,43300,Updated,False,0.43999999999999995,0.009666204452514648
43300,43400,Updated,False,0.36,0.00754547119140625
43400,43500,Rebuilt,True,0.61,58.690200328826904
43500,43600,Rebuilt,True,0.83,68.27406430244446
